role_category,source_skill,target_skill,weight
Fullstack Developer,jenkins,nunit,2
Fullstack Developer,jenkins,nxcloud,2
Fullstack Developer,jenkins,oauth,2
Fullstack Developer,jenkins,oracle weblogic,2
Fullstack Developer,jenkins,postgres,2
Fullstack Developer,jenkins,problemsolving skills,2
Fullstack Developer,jenkins,react native,2
Fullstack Developer,jenkins,restful api,2
Fullstack Developer,jenkins,restful services,2
Fullstack Developer,jenkins,ruby on rails,2
Fullstack Developer,jenkins,rust,2
Fullstack Developer,jenkins,s3,2
Fullstack Developer,jenkins,saml,2
Fullstack Developer,jenkins,service oriented architecture,2
Fullstack Developer,jenkins,slack,2
Fullstack Developer,jenkins,software testing,2
Fullstack Developer,jenkins,spock,2
Fullstack Developer,jenkins,spring framework,2
Fullstack Developer,jenkins,sprint,2
Fullstack Developer,jenkins,troubleshooting,2
Fullstack Developer,jenkins,version control,2
Fullstack Developer,jenkins,vue.js,2
Fullstack Developer,jenkins,windows presentation foundation (wpf),2
Fullstack Developer,jenkins,yaml,2
Fullstack Developer,jest,jira,2
Fullstack Developer,jest,kubernetes,2
Fullstack Developer,jest,linux,2
Fullstack Developer,jest,materialui,2
Fullstack Developer,jest,mentoring,2
Fullstack Developer,jest,mockito,2
Fullstack Developer,jest,mongo,2
Fullstack Developer,jest,mssql,2
Fullstack Developer,jest,newrelic,2
Fullstack Developer,jest,next.js,2
Fullstack Developer,jest,nextjs,2
Fullstack Developer,jest,nxcloud,2
Fullstack Developer,jest,oauth,2
Fullstack Developer,jest,oidc,2
Fullstack Developer,jest,opsgenie,2
Fullstack Developer,jest,react testing library,2
Fullstack Developer,jest,reliability,2
Fullstack Developer,jest,rest api,2
Fullstack Developer,jest,saml,2
Fullstack Developer,jest,sass,2
Fullstack Developer,jest,security,2
Fullstack Developer,jest,spock,2
Fullstack Developer,jest,swagger,2
Fullstack Developer,jest,trunk based development,2
Fullstack Developer,jest,vue,2
Fullstack Developer,jest,xml,2
Fullstack Developer,jira,jquery,2
Fullstack Developer,jira,jwt,2
Fullstack Developer,jira,laravel,2
Fullstack Developer,jira,materialui,2
Fullstack Developer,jira,mongo,2
Fullstack Developer,jira,ms sql,2
Fullstack Developer,jira,multitenant saas based application,2
Fullstack Developer,jira,newrelic,2
Fullstack Developer,jira,next.js,2
Fullstack Developer,jira,nodejs,2
Fullstack Developer,jira,objectoriented programming,2
Fullstack Developer,jira,octopus,2
Fullstack Developer,jira,opensearch,2
Fullstack Developer,jira,openshift,2
Fullstack Developer,jira,opsgenie,2
Fullstack Developer,jira,pair programming,2
Fullstack Developer,jira,performance testing,2
Fullstack Developer,jira,performance testing software,2
Fullstack Developer,jira,postgres,2
Fullstack Developer,jira,rabbitmq,2
Fullstack Developer,jira,react native,2
Fullstack Developer,jira,rspec bdd,2
Fullstack Developer,jira,saas,2
Fullstack Developer,jira,saas development,2
Fullstack Developer,jira,security testing,2
Fullstack Developer,jira,software design,2
Fullstack Developer,jira,spring boot,2
Fullstack Developer,jira,spring framework,2
Fullstack Developer,jira,styled components,2
Fullstack Developer,jira,tableau,2
Fullstack Developer,jira,tdd,2
Fullstack Developer,jira,teamcity,2
Fullstack Developer,jira,trello,2
Fullstack Developer,jira,ui/ux,2
Fullstack Developer,jira,uml,2
Fullstack Developer,jira,vue,2
Fullstack Developer,jira,vue.js,2
Fullstack Developer,jira,webpack,2
Fullstack Developer,jira,windows,2
Fullstack Developer,jira,xml,2
Fullstack Developer,jpa,maven,2
Fullstack Developer,jpa,postgresql,2
Fullstack Developer,jpa,python,2
Fullstack Developer,jpa,redux,2
Fullstack Developer,jpa,rest,2
Fullstack Developer,jpa,sql,2
Fullstack Developer,jpa,typescript,2
Fullstack Developer,jpa,xml,2
Fullstack Developer,jquery,kubernetes,2
Fullstack Developer,jquery,laravel,2
Fullstack Developer,jquery,less,2
Fullstack Developer,jquery,mongodb,2
Fullstack Developer,jquery,mstest,2
Fullstack Developer,jquery,node.js,2
Fullstack Developer,jquery,nosql,2
Fullstack Developer,jquery,oracle,2
Fullstack Developer,jquery,redis,2
Fullstack Developer,jquery,rest apis,2
Fullstack Developer,jquery,security systems,2
Fullstack Developer,jquery,spring,2
Fullstack Developer,jquery,tfs,2
Fullstack Developer,jquery,tsql,2
Fullstack Developer,jquery,ui/ux,2
Fullstack Developer,jquery,unit testing,2
Fullstack Developer,jquery,visual studio,2
Fullstack Developer,jquery,web development,2
Fullstack Developer,jquery,windows,2
Fullstack Developer,jquery,xunit,2
Fullstack Developer,js,orm,2
Fullstack Developer,js,reactjs,2
Fullstack Developer,js,restful,2
Fullstack Developer,js,scrum,2
Fullstack Developer,js,sql,2
Fullstack Developer,js,typescript,2
Fullstack Developer,json,kanban,2
Fullstack Developer,json,kotlin,2
Fullstack Developer,json,kubernetes,2
Fullstack Developer,json,microservices,2
Fullstack Developer,json,modbus,2
Fullstack Developer,json,mqtt,2
Fullstack Developer,json,mvc,2
Fullstack Developer,json,nodered,2
Fullstack Developer,json,seo,2
Fullstack Developer,json,soap,2
Fullstack Developer,json,spring boot,2
Fullstack Developer,json,tcp/ip,2
Fullstack Developer,json,typescript,2
Fullstack Developer,json,udp,2
Fullstack Developer,json,ui/ux,2
Fullstack Developer,json,vue.js,2
Fullstack Developer,json,web apis,2
Fullstack Developer,jsp,scrum,2
Fullstack Developer,jsp,test driven development,2
Fullstack Developer,junit,mockito,2
Fullstack Developer,junit,nxcloud,2
Fullstack Developer,junit,spock,2
Fullstack Developer,junit,spring boot,2
Fullstack Developer,junit,sql,2
Fullstack Developer,junit,terraform,2
Fullstack Developer,junit,typescript,2
Fullstack Developer,jwt,kubernetes,2
Fullstack Developer,jwt,linux,2
Fullstack Developer,jwt,owasp,2
Fullstack Developer,jwt,rabbitmq,2
Fullstack Developer,jwt,redis,2
Fullstack Developer,jwt,tailwind css,2
Fullstack Developer,jwt,uat,2
Fullstack Developer,jwt,version control,2
Fullstack Developer,k8s,react,2
Fullstack Developer,k8s,redis,2
Fullstack Developer,k8s,typescript,2
Fullstack Developer,kafka,linux,2
Fullstack Developer,kafka,looker,2
Fullstack Developer,kafka,material ui,2
Fullstack Developer,kafka,mobile first design principles,2
Fullstack Developer,kafka,mongo,2
Fullstack Developer,kafka,monitoring,2
Fullstack Developer,kafka,mssql,2
Fullstack Developer,kafka,node.js,2
Fullstack Developer,kafka,optimization,2
Fullstack Developer,kafka,performance optimization,2
Fullstack Developer,kafka,php,2
Fullstack Developer,kafka,postgres,2
Fullstack Developer,kafka,public cloud,2
Fullstack Developer,kafka,rdbms,2
Fullstack Developer,kafka,realtime risk management,2
Fullstack Developer,kafka,redux,2
Fullstack Developer,kafka,rest apis,2
Fullstack Developer,kafka,risk methodologies,2
Fullstack Developer,kafka,ruby,2
Fullstack Developer,kafka,scalable systems,2
Fullstack Developer,kafka,scylladb,2
Fullstack Developer,kafka,security,2
Fullstack Developer,kafka,software development,2
Fullstack Developer,kafka,solid principles,2
Fullstack Developer,kafka,spark,2
Fullstack Developer,kafka,sqs,2
Fullstack Developer,kafka,system design,2
Fullstack Developer,kafka,tableau,2
Fullstack Developer,kafka,terraform,2
Fullstack Developer,kafka,trunkbased development,2
Fullstack Developer,kafka,ubuntu,2
Fullstack Developer,kafka,unit testing,2
Fullstack Developer,kafka,version control,2
Fullstack Developer,kafka,vue,2
Fullstack Developer,kafka,vuejs,2
Fullstack Developer,kafka,web development,2
Fullstack Developer,kanban,linux,2
Fullstack Developer,kanban,nosql,2
Fullstack Developer,kanban,objectoriented programming,2
Fullstack Developer,kanban,oracle,2
Fullstack Developer,kanban,r,2
Fullstack Developer,kanban,react js,2
Fullstack Developer,kanban,typescript,2
Fullstack Developer,kanban,ui/ux,2
Fullstack Developer,kanban,vue.js,2
Fullstack Developer,kanban,web development,2
Fullstack Developer,kanban,xml,2
Fullstack Developer,kibana,logstash,2
Fullstack Developer,kibana,looker,2
Fullstack Developer,kibana,mongo,2
Fullstack Developer,kibana,react,2
Fullstack Developer,kibana,snowflake,2
Fullstack Developer,kibana,sql,2
Fullstack Developer,kibana,tableau,2
Fullstack Developer,kinesis,nosql,2
Fullstack Developer,kinesis,sql,2
Fullstack Developer,koa,kubernetes,2
Fullstack Developer,koa,redis,2
Fullstack Developer,koa,reliability,2
Fullstack Developer,koa,scalability,2
Fullstack Developer,koa,typescript,2
Fullstack Developer,kotlin,microservices,2
Fullstack Developer,kotlin,product management,2
Fullstack Developer,kotlin,saas,2
Fullstack Developer,kotlin,software architecture,2
Fullstack Developer,kotlin,software development,2
Fullstack Developer,kotlin,spring,2
Fullstack Developer,kotlin,spring boot,2
Fullstack Developer,kotlin,sql,2
Fullstack Developer,kotlin,swift,2
Fullstack Developer,kotlin,tdd,2
Fullstack Developer,kotlin (mobile and server side),nodejs,2
Fullstack Developer,kotlin (mobile and server side),postgresql,2
Fullstack Developer,kotlin (mobile and server side),reactjs,2
Fullstack Developer,kotlin (mobile and server side),reactnative,2
Fullstack Developer,kubernetes,langchain,2
Fullstack Developer,kubernetes,less,2
Fullstack Developer,kubernetes,logging,2
Fullstack Developer,kubernetes,material ui,2
Fullstack Developer,kubernetes,mentoring,2
Fullstack Developer,kubernetes,microservice,2
Fullstack Developer,kubernetes,microservices architecture,2
Fullstack Developer,kubernetes,natural language processing,2
Fullstack Developer,kubernetes,nextjs,2
Fullstack Developer,kubernetes,node,2
Fullstack Developer,kubernetes,npm,2
Fullstack Developer,kubernetes,objectoriented design,2
Fullstack Developer,kubernetes,openid connect,2
Fullstack Developer,kubernetes,opensearch,2
Fullstack Developer,kubernetes,oracle,2
Fullstack Developer,kubernetes,performance testing,2
Fullstack Developer,kubernetes,problemsolving skills,2
Fullstack Developer,kubernetes,programming languages,2
Fullstack Developer,kubernetes,rag,2
Fullstack Developer,kubernetes,react js,2
Fullstack Developer,kubernetes,realtime risk management,2
Fullstack Developer,kubernetes,responsive design,2
Fullstack Developer,kubernetes,risk methodologies,2
Fullstack Developer,kubernetes,saml,2
Fullstack Developer,kubernetes,security systems,2
Fullstack Developer,kubernetes,security+,2
Fullstack Developer,kubernetes,selenium,2
Fullstack Developer,kubernetes,serverless technologies,2
Fullstack Developer,kubernetes,software maintenance,2
Fullstack Developer,kubernetes,spring framework,2
Fullstack Developer,kubernetes,springboot,2
Fullstack Developer,kubernetes,sprint,2
Fullstack Developer,kubernetes,teamwork,2
Fullstack Developer,kubernetes,technical writing,2
Fullstack Developer,kubernetes,tensorflow,2
Fullstack Developer,kubernetes,ubuntu,2
Fullstack Developer,kubernetes,ui/ux,2
Fullstack Developer,kubernetes,vuejs,2
Fullstack Developer,kubernetes,web application development,2
Fullstack Developer,kubernetes,webpack,2
Fullstack Developer,kubernetes,windows presentation foundation (wpf),2
Fullstack Developer,kubernetes,xml,2
Fullstack Developer,kubernetes,xunit,2
Fullstack Developer,l1/l2 blockchain development,metamask,2
Fullstack Developer,l1/l2 blockchain development,node,2
Fullstack Developer,l1/l2 blockchain development,openzeppelin,2
Fullstack Developer,l1/l2 blockchain development,oracle networks,2
Fullstack Developer,l1/l2 blockchain development,scripting,2
Fullstack Developer,l1/l2 blockchain development,test automation,2
Fullstack Developer,l1/l2 blockchain development,web.js,2
Fullstack Developer,lambda,linux,2
Fullstack Developer,lambda,microservices,2
Fullstack Developer,lambda,microservices architecture,2
Fullstack Developer,lambda,modern data architecture,2
Fullstack Developer,lambda,node js,2
Fullstack Developer,lambda,nodejs,2
Fullstack Developer,lambda,open source frameworks,2
Fullstack Developer,lambda,react js,2
Fullstack Developer,lambda,redshift,2
Fullstack Developer,lambda,restful api,2
Fullstack Developer,lambda,scrum,2
Fullstack Developer,lambda,sqs,2
Fullstack Developer,lambda,step functions,2
Fullstack Developer,lambda,tosca,2
Fullstack Developer,lambda,zest,2
Fullstack Developer,langchain,mysql,2
Fullstack Developer,langchain,node.js,2
Fullstack Developer,langchain,postgresql,2
Fullstack Developer,langchain,rag,2
Fullstack Developer,laravel,machine learning,2
Fullstack Developer,laravel,material ui,2
Fullstack Developer,laravel,microservices,2
Fullstack Developer,laravel,multitenant saas based application,2
Fullstack Developer,laravel,next.js,2
Fullstack Developer,laravel,nginx,2
Fullstack Developer,laravel,node,2
Fullstack Developer,laravel,oracle,2
Fullstack Developer,laravel,restful api,2
Fullstack Developer,laravel,restful apis,2
Fullstack Developer,laravel,saas development,2
Fullstack Developer,laravel,software development lifecycle,2
Fullstack Developer,laravel,swagger,2
Fullstack Developer,laravel,teamwork,2
Fullstack Developer,laravel,terraform,2
Fullstack Developer,laravel,ubuntu,2
Fullstack Developer,leadership,networking,2
Fullstack Developer,leadership,nosql,2
Fullstack Developer,leadership,php,2
Fullstack Developer,leadership,preseed funding,2
Fullstack Developer,leadership,problem solving,2
Fullstack Developer,leadership,product management,2
Fullstack Developer,leadership,programming,2
Fullstack Developer,leadership,roadmaps,2
Fullstack Developer,leadership,team management,2
Fullstack Developer,leadership,technical writing,2
Fullstack Developer,leadership,troubleshooting,2
Fullstack Developer,leadership,unit testing,2
Fullstack Developer,leadership,venture development,2
Fullstack Developer,leadership,web development,2
Fullstack Developer,learning,problemsolving,2
Fullstack Developer,less,mongodb,2
Fullstack Developer,less,mysql,2
Fullstack Developer,less,nginx,2
Fullstack Developer,less,npm,2
Fullstack Developer,less,oracle,2
